Institution,sfr,infrastructure,out turn,Score
INDIAN INSTITUTE OF MANAGEMENT KOZHIKODE (Id: U-1013),15.84615385,24,786,10
INDIAN INSTITUTE OF MANAGEMENT LUCKNOW (Id: U-1008),111,0,682,0
"INDIAN INSTITUTE OF MANAGEMENT, NAGPUR (Id: U-1018)",11.5,0,55,0
INDIAN INSTITUTE OF MANAGEMENT RAIPUR (Id: U-1017),42.75,19,241,0
INDIAN INSTITUTE OF MANAGEMENT RANCHI (Id: U-1003),14.63333333,30,268,0
INDIAN INSTITUTE OF MANAGEMENT ROHTAK (Id: U-1015),40.13333333,13,346,32
INDIAN INSTITUTE OF MANAGEMENT SAMBALPUR (Id: U-1002),10.52830189,28,60,1116
"INDIAN INSTITUTE OF MANAGEMENT, SHILLONG (Id: U-1011)",19.68421053,17,198,374
INDIAN INSTITUTE OF MANAGEMENT SIRMAUR (Id: U-1005),8.596153846,27,48,894
INDIAN INSTITUTE OF MANAGEMENT TIRUCHIRAPALLI (Id: U-1000),22.75,25,169,182
INDIAN INSTITUTE OF MANAGEMENT UDAIPUR (Id: U-1010),16.71212121,27,239,1301
INDIAN INSTITUTE OF MANAGEMENT VISAKHAPATNAM (Id: U-1007),16.3,15,61,163
INDIAN INSTITUTE OF PETROLEUM & ENERGY (Id: U-0944),20.28,21,0,507
INDIAN INSTITUTE OF PUBLIC HEALTH GANDHINAGAR (Id: U-0963),32.91954023,20,108,1162
"Indian Institute of Science, Bangalore (Id: U-0220)",22.48051948,27,697,1507
"Indian Institute of Science Education & Research (IISER), Berhampur (Id: U-0828)",13.23157895,24,0,37
"Indian Institute of Science Education & Research (IISER), Bhopal (Id: U-0272)",11.6,20,188,232
"Indian Institute of Science Education & Research (IISER), Kolkata, (Id: U-0572)",18.21428571,26,205,510
"Indian Institute of Science Education & Research (IISER), Mohali (Id: U-0377)",14.55,23,223,582
"Indian Institute of Science Education & Research (IISER), Pune, (Id: U-0305)",31.34615385,27,225,581
"Indian Institute of Science Education & Research (IISER), Thiruvananthapuram (Id: U-0254)",18,20,153,198
"Indian Institute of Science Education & Research (IISER), Tirupati (Id: U-0827)",16.76,18,0,419
"Indian Institute of Space Science and Technology, Thiruvananthapuram (Id: U-0255)",13.16666667,21,225,158
"INDIAN INSTITUTE OF TEACHER EDUCATION, GANDHINAGAR (Id: U-0664)",13.5625,27,131,434
"INDIAN INSTITUTE OF TECHNOLOGY (BANARAS HINDU UNIVERSITY), VARANASI (Id: U-0701)",15.1025641,26,1289,589
Indian Institute of Technology Bhilai (Id: U-0946),14.375,17,4,230
"Indian Institute of Technology, Bhubaneshwar (Id: U-0355)",16.77272727,22,356,0
"Indian Institute of Technology, Chennai (Id: U-0456)",8.217391304,25,1866,161
"Indian Institute of Technology, Delhi (Id: U-0100)",8.641255605,30,2034,3325
"Indian Institute of Technology, Dharwad (Id: U-0899)",15.375,18,0,33
"Indian Institute of Technology, Gandhinagar (Id: U-0139)",15.57657658,18,395,441
"Indian Institute of Technology, Goa (Id: U-0907)",12.10655738,27,0,394
"Indian Institute of Technology, Guwahati (Id: U-0053)",10.07216495,19,1362,877
"Indian Institute of Technology, Hyderabad (Id: U-0013)",13.41666667,28,517,363
"Indian Institute of Technology (Indian School of Mines), Dhanbad (Id: U-0205)",18.8125,25,1842,192
"Indian Institute of Technology, Indore (Id: U-0273)",14.02380952,21,275,95
Indian Institute of Technology Jammu (Id: U-0906),9.431372549,23,0,379
"Indian Institute of Technology, Jodhpur (Id: U-0395)",11.48888889,26,219,75
"Indian Institute of Technology, Kanpur (Id: U-0517)",22.77474403,26,1228,1987
"Indian Institute of Technology, Kharagpur (Id: U-0573)",12.67391304,21,2705,100
"Indian Institute of Technology, Mandi (Id: U-0184)",14.56551724,27,272,761
"Indian Institute of Technology, Mumbai (Id: U-0306)",17.24114671,30,1542,5736
"Indian Institute of Technology, Palakkad (Id: U-0878)",15.37373737,19,99,5324
"Indian Institute of Technology, Patna (Id: U-0064)",10.9375,22,339,52
"Indian Institute of Technology, Roorkee (Id: U-0560)",13.53543307,25,1984,985
"Indian Institute of Technology, Ropar (Id: U-0378)",9.530612245,20,206,92
"INDIAN INSTITUTE OF TECHNOLOGY, TIRUPATI (Id: U-0844)",14.98571429,30,104,3336
"Indian Law Institute, Bhagwandas Road, New Delhi (Id: U-0103)",14.23,27,274,1681
"Indian Statistical Institute, Kolkata (Id: U-0574)",23.54019293,30,288,3863
"Indian Veterinary Research Institute, Izatnagar (Id: U-0518)",13.43703704,26,192,752
INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN (Id: U-0685),8.22972973,26,358,118
"Indira Gandhi Institute of Development Research, Mumbai (Id: U-0307)",12.61818182,27,44,521
"Indira Gandhi Institute of Medical Sciences, Patna (Id: U-0065)",13.61702128,30,117,3043
Indira Gandhi National Open University (Id: U-0104),17.85413745,27,222809,5996
"Indira Gandhi National Tribal University, Amarkantak (Id: U-0290)",13.31404959,21,921,847
"INDIRA GANDHI TECHNOLOGICAL AND MEDICAL SCIENCES UNIVERSITY, ZIRO (Id: U-0743)",17.70501475,29,14,7973
"INDIRA GANDHI UNIVERSITY, MEERPUR (Id: U-0699)",8.534090909,27,695,203
"Indira Kala Sangit Vishwavidyalaya, Khairagarh (Id: U-0088)",14.41269841,28,1507,819
"Indraprastha Institute of Information Technology, Delhi (Id: U-0105)",18.58685446,29,340,3733
Indrashil University (Id: U-0922),11.70731707,29,0,885
"Indus International University, Bathu, Una (Id: U-0185)",9.75,29,177,258
INDUS UNIVERSITY (Id: U-0663),40.625,16,775,59
"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR (Id: U-0771)",0,15,83,0
"Institute of Advanced Studies in Education, Churu (Id: U-0396)",3.991869919,17,372,744
"Institute of Chartered Financial Analysts of India University, Meghalaya (Id: U-0343)",3.476190476,24,172,658
"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN (Id: U-0695)",30.90909091,18,58,259
"Institute of Chemical Technology, Mumbai (Id: U-0308)",3.4,16,547,102
INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM) (Id: U-0765),3.823920266,28,150,105
"Integral University, Lucknow (Id: U-0519)",0,9,4826,0
"International Institute for Population Sciences, Mumbai (Id: U-0309)",5925.563452,10,200,396680
INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY (Id: U-0970),20.68421053,27,69,1255
"International Institute of Information Technology, Bangalore (Id: U-0221)",20.46153846,16,242,65
INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY BHUBANESHWAR (Id: U-1032),52.25,20,246,1463
"International Institute of Information Technology, Hyderabad (Id: U-0014)",57.51351351,20,381,401
"Invertis University, Bareily (Id: U-0520)",20.53921569,28,1092,596
ISBM University (Id: U-0895),18.89655172,24,212,185
"Islamic University of Science & Technology, Pulwama (Id: U-0194)",14.60606061,15,848,93
ITM UNIVERSITY (Id: U-0633),21.75757576,28,329,374
"ITM UNIVERSITY, GWALIOR (Id: U-0648)",10.38461538,23,1144,174
"ITM VOCATIONAL UNIVERSITY, VADODARA (Id: U-0714)",16.64556962,28,285,173
"Jadavpur University, Kolkata (Id: U-0575)",20.23214286,13,3684,284
"Jagadguru Ramanandacharya Rajasthan Sanskrit University, Jaipur (Id: U-0397)",15.6,25,135,31
Jagadguru Rambhadracharya Handicapped University (Id: U-0521),13.98473282,29,506,951
"Jagannath University, Jaipur (Id: U-0398)",14.34,27,778,64
"JAGAN NATH UNIVERSITY, JHAJJAR (Id: U-0721)",31.5540797,30,182,5448
"JAGRAN LAKECITY UNIVERSITY, BHOPAL (Id: U-0727)",34.64516129,21,503,1074
"Jai Narain Vyas University, Jodhpur (Id: U-0399)",20.33333333,26,13237,26
"Jain university,Bangalore (Id: U-0223)",19.97777778,25,3525,426
"Jain Vishva Bharati Institute, Nagaur (Id: U-0400)",25.69387755,29,3456,62
"Jai Prakash Vishwavidyalaya, Chapra (Id: U-0066)",21.40229885,29,381,616
"Jaipur National University, Jaipur (Id: U-0401)",29.66850829,27,13772,554
Jamia Hamdard (Id: U-0107),87.6744186,21,2172,759
Jamia Millia Islamia University (Id: U-0108),14.34649123,24,8832,763
"Janardan Rai Nagar Rajasthan Vidyapeeth,  Udaipur (Id: U-0402)",22.59090909,21,1120,117
JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA (Id: U-1061),15.81612903,28,0,585
"Jawaharlal Institute of Post Graduate Medical Education & Research, Puducherry (Id: U-0368)",17.19117647,24,145,98
"Jawaharlal Nehru Centre for Advanced Scientific Research, Banaglore (Id: U-0224)",20.56397306,25,55,4549
"Jawaharlal Nehru Technological University, Anantapur (Id: U-0016)",38.86956522,24,1001,334
"Jawaharlal Nehru Technological University, Hyderabad (Id: U-0017)",28.12195122,23,8,450
"Jawaharlal Nehru Technological University, Kakinada (Id: U-0015)",21.75590551,30,984,409
Jawahar Lal Nehru University (Id: U-0109),26.58139535,28,1245,300
Jawarharlal Nehru Architecture and Fine Art University Hyderabad (Id: U-0018),19.88695652,21,476,270
"Jaypee Institute of Information Technology, Noida (Id: U-0522)",68.57284768,23,1282,2057
"JAYPEE UNIVERSITY, ANOOPSHAHR (Id: U-0792)",17.66666667,29,182,5338
"Jaypee University of Engineering & Technology, Guna (Id: U-0275)",148.164557,30,420,3725
"Jaypee University of Information Technology, Waknaghat, Solan (Id: U-0186)",4.602739726,10,504,336
JECRC UNIVERSITY (Id: U-0741),40.288854,27,706,9224
JHARKHAND RAI UNIVERSITY (Id: U-0762),18.997921,30,269,1927
JHARKHAND RAKSHA SHAKTI UNIVERSITY (Id: U-0860),38.30757801,29,272,9303
JIS UNIVERSITY (Id: U-0861),62.04065041,30,139,1503
"Jiwaji University, Gwalior (Id: U-0276)",49.66666667,11,880,149
JK LAKSHMIPAT UNIVERSITY (Id: U-0657),13.90265487,0,138,500
JSS ACADEMY OF HIGHER EDUCATION & RESEARCH (Id: U-0222),7.88372093,28,209,231
JSS Science and Technology University (Id: U-0931),0,18,1373,0
J S University (Id: U-0809),14.60621762,27,2558,1311
Junagadh Agricultural University (Id: U-0140),8.166666667,29,724,98
"Jyoti Vidyapeeth Women's University, Jaipur (Id: U-0404)",9.918831169,30,2709,1082
"Kadi Sarva Vishwavidyalaya, Gandihnagar (Id: U-0141)",11.64385965,18,4249,5673
"Kakatiya University, Warangal (Id: U-0019)",18.875,22,2818,99
Kalasalingam Academy of Research and Education (Id: U-0458),17.14134276,28,1795,527
"Kalinga Institute of Industrial Technology, Bhubaneswar (Id: U-0356)",8.666666667,22,6372,0
KALINGA INSTITUTE OF SOCIAL SCIENCES (KISS) DEEMED TO BE UNIVERSITY (Id: U-1033),17.87671233,25,431,66
"KALINGA UNIVERSITY, RAIPUR (Id: U-0711)",17.01886792,27,1563,193
KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES (Id: U-0867),21.01612903,27,2307,465
"Kalyani University, Kalyani (Id: U-0576)",17.73170732,18,2960,155
"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga (Id: U-0067)",24.69230769,13,1988,32
"Kannada University, Hampi, Kamalapura (Id: U-0226)",0,6,151,0
"Kannur University, Kannur (Id: U-0256)",11.87058824,27,4668,216
"KARNATAKA JANAPADA VISHWAVIDYALAYA, GOTAGODI (Id: U-0659)",34.5125,23,144,1312
Karnataka Sanskrit University (Id: U-0625),11.82352941,26,72,61
Karnataka State Dr. Gangubai Hangal Music And Performing Arts University (Id: U-0624),32.32727273,30,58,626
"Karnataka State Law University, Hubli (Id: U-0227)",15.24503311,30,45,1037
"Karnataka State Open University, Mysore (Id: U-0228)",54.49545455,28,9,1789
Karnataka State Rural Development and Panchayat Raj University (Id: U-0887),3154,19,109,566
"Karnataka State Women University, Bijapur (Id: U-0229)",9.280528053,30,831,671
"Karnataka University, Dharwad (Id: U-0230)",25.42440801,29,4199,3142
Karnavati University (Id: U-0914),67.08333333,23,0,1714
"Karpagam Academy of Higher Education, Coimbatore (Id: U-0459)",13.66935484,30,1999,731
"Karunya Institute of Technology and Sciences, Coimbatore (Id: U-0460)",22.50134288,30,1970,2613
"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon (Id: U-0320)",15,28,825,930
"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)",13.80851064,27,151,1330
"KAZI NAZRUL UNIVERSITY, ASANSOL (Id: U-0718)",0,0,400,0
KAZIRANGA UNIVERSITY (Id: U-0682),54.44607843,22,497,10800
"Kerala Agricultural University, Thrissur (Id: U-0257)",0,1,641,0
"Kerala University of Fisheries & Ocean Studies, Kochi (Id: U-0259)",11.75,24,292,0
KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES (Id: U-0630),9.966101695,16,0,273
"Kerala Veterinary & Animal Science University, Wayanad (Id: U-0261)",221.3773585,27,429,2546
KHAJA BANDANAWAZ UNIVERSITY (Id: U-1037),18.5,26,0,314
KHALLIKOTE UNIVERSITY (Id: U-0955),5.833333333,7,0,108
KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY (Id: U-0547),4.9,16,477,52
KING GEORGE MEDICAL UNIVERSITY (Id: U-0523),20.69230769,24,486,72
K K University (Id: U-0919),292.0263158,25,85,14172
"K.L.E. Academy of Higher Education and Research, Belgaum (Id: U-0225)",7.063829787,23,23,332
KLE TECHNOLOGICAL UNIVERSITY (Id: U-0854),10.22794118,26,1262,1355
"Kolhan University,  West Singhbhum (Id: U-0206)",14.8129771,16,3507,3589
"Koneru Lakshmaiah Education Foundation,Guntur (Id: U-0020)",0,13,3434,0
"Kota University, Kota (Id: U-0387)",11.13888889,25,429,166
"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh (Id: U-0142)",16.07598039,30,450,887
KRISHNAGURU ADHYATMIK VISVAVIDYALAYA (Id: U-0980),16.96598639,29,21,1250
"Krishna Institute of Medical Sciences Deemed University, Karad (Id: U-0311)",27.75555556,30,13,1788
"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",14.36585366,28,6683,330
"Krishna University, Machhlipattanam (Id: U-0021)",16.62222222,20,0,1324
"K.R. MANGALAM UNIVERSITY, GURGAON (Id: U-0700)",16.75,24,401,507
KUMAR BHASKAR VARMA SANSKRIT AND ANCIENT STUDIES UNIVERSITY (Id: U-0676),8.843260188,30,157,941
"Kumaun University, Nainital (Id: U-0562)",24.65217391,20,21886,714
"Kurukshetra University, Kurukshetra (Id: U-0164)",0,19,2116,0
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur (Id: U-0089)",9.73015873,29,112,353
"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",6.881578947,30,16311,70
"Lakshmibai National Institute of Physical Education, Gwalior (Id: U-0277)",2.233333333,15,395,67
"LAKULISH YOGA UNIVERSITY, AHMEDABAD (Id: U-0734)",27.84269663,18,135,584
Lala lajpat Rai University of Veterinary and Animal Sciences (Id: U-0165),6.632,29,201,735
"Lalit Narayan Mithila University, Darbhanga (Id: U-0068)",20.89010989,22,4399,663
"Lingaya's University, Faridabad (Id: U-0166)",16.33333333,30,632,0
"LNM Institute of Information Technology, Jaipur (Id: U-0405)",15.80662983,28,323,462
LORDS UNIVERSITY (Id: U-1031),69.31914894,24,0,3258
Lovely Professional University (Id: U-0379),14.53100159,28,16092,2441
"MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY, (Id: U-0739)",10.86956522,27,1007,1251
Madhabdev University (Id: U-1068),29.2,25,0,1243
MADHAV UNIVERSITY (Id: U-0698),10,23,1284,98
"Madras University, Chennai (Id: U-0462)",112,30,13192,106
"Madurai Kamaraj University, Madurai (Id: U-0463)",888.55,10,70145,5181
"Magadh University, Bodh Gaya (Id: U-0069)",9.051724138,29,1561,510
MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA (Id: U-0812),12.98684211,29,155,274
"MAHARAJA BIR BIKRAM UNIVERSITY, AGARTALA (Id: U-0839)",18.3125,10,85,586
MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY (Id: U-0810),49.17081851,30,16863,2172
"Maharaja Ganga Singh University, Bikaner (Id: U-0406)",22.55592105,24,185,4835
Maharaja Krishnakumarsinhji Bhavnagar University (Id: U-0124),9.071428571,18,5376,163
MAHARAJA RANJIT SINGH STATE TECHNICAL UNIVERSITY (Id: U-0811),182.9950249,27,457,17345
"Maharaja Sayajirao University of Baroda, Vadodara (Id: U-0143)",19.85714286,29,13338,267
MAHARAJA SURAJMAL BRIJ UNIVERSITY (Id: U-0793),12.41463415,12,75,130
"MAHARAJ VINAYAK GLOBAL UNIVERSITY, JAIPUR (Id: U-0965)",4.622093023,23,1128,161
"Maharana Pratap University of Agriculture & Technology, Udaipur (Id: U-0407)",29.90425532,24,700,2611
MAHARANI CLUSTER UNIVERSITY (Id: U-1047),12.98989899,30,1221,323
"Maharashi Markandeshwar University, Solan (Id: U-0187)",23.36956522,29,195,115
"Maharashtra National Law University, Aurangabad (Id: U-0915)",7.164179104,28,0,81
Maharashtra National Law University Mumbai (Id: U-0886),28.34043584,29,12,15724
"Maharashtra National Law University,Nagpur (Id: U-0880)",41.57407407,28,8,973
"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",14.18181818,28,132,0
MAHARISHI ARVIND UNIVERSITY (Id: U-0842),18.92151163,30,216,1012
"Maharishi Dayanand Saraswati University, Ajmer (Id: U-0408)",233.1092437,30,500,36622
Maharishi  Mahesh Yogi Vedic Vishwavidyalaya (Id: U-0280),557.7028302,30,4980,44071
"Maharishi Markandeshwar University, Mullana-Ambala (Id: U-0168)",32.44247788,26,1784,3666
"MAHARISHI MARKANDESHWAR UNIVERSITY, SADOPUR-AMBALA (Id: U-0641)",14.10810811,14,86,499
MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY (Id: U-0952),23.77777778,10,514,173
"Maharshi Dayanand University, Rohtak (Id: U-0167)",68430,0,12582,22674
"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha (Id: U-0314)",73.77777778,20,1323,643
"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",283.5744681,21,19446,2920
"Mahatama Jyotiba Phule Rohikhand University, Bareilly (Id: U-0525)",15.42857143,21,903,275
"Mahatma Gandhi Central University, Motihari (Id: U-0835)",42.91201514,30,227,6662
"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)",11.23076923,16,3041,106
"Mahatma Gandhi University, Kottayam (Id: U-0262)",4.594444444,30,454,212
"Mahatma Gandhi University, Nalgonda (Id: U-0022)",40.40506329,25,478,561
"Mahatma Jyoti Rao Phoole University, Jaipur (Id: U-0409)",9.459459459,28,1133,433
"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",5.153846154,20,51385,66
"Malviya National Institute of Technology, Jaipur (Id: U-0410)",0,13,1191,0
MALWANCHAL UNIVERSITY (Id: U-0960),15.63636364,11,232,0
"Manav Bharti University, Sultanpur, Solan (Id: U-0188)",25.71428571,14,539,31
Manav Rachna International Institute of Research & Studies (Id: U-0169),25,25,1319,11
Manav Rachna University (Id: U-0818),40.5,19,269,0
MANDSAUR UNIVERSITY (Id: U-0883),32.65,27,350,74
MANDYA UNIVERSITY (Id: U-1050),10.4,23,0,876
"Mangalayatan University, Aligarh (Id: U-0528)",107.862069,23,519,922
"Mangalore University, Mangalore (Id: U-0233)",13.22371968,30,5476,1881
"Manipal Academy of Higher Education, Manipal (Id: U-0234)",11.81188119,27,6255,74
"MANIPAL UNIVERSITY, JAIPUR (Id: U-0749)",7.640776699,28,1561,208
MANIPUR TECHNICAL UNIVERSITY (Id: U-0881),158.2704918,28,0,19620
"Manipur University, Imphal (Id: U-0337)",35.84671533,15,1357,2860
MANIPUR UNIVERSITY OF CULTURE (Id: U-0985),1061.575758,29,0,9007
"Manonmaniam Sundaranar University, Tirunelveli (Id: U-0464)",26.76271186,27,6519,1088
"MANYAWAR SHRI KANSHIRAM JI UNIVERSITY OF AGRICULTURE AND TECHNOLOGY, BANDA (Id: U-0707)",6.855932203,11,103,504
"Martin Luther Christian University, Shillong (Id: U-0340)",43.64705882,27,340,3345
Marwadi University (Id: U-0825),10.65656566,25,489,832
"MATS University, Raipur (Id: U-0091)",19.32631579,28,1454,1219
"Maulana Abul Kalam Azad University of Technology, West Bengal (Id: U-0592)",24.72043011,25,132,824
"Maulana Azad National Institute of Technology, Bhopal (Id: U-0284)",0,0,1430,0
"Maulana Azad National Urdu University, Hyderabad (Id: U-0023)",4.018867925,8,8174,213
"MAULANA AZAD UNIVERSITY, JODHPUR (Id: U-0692)",21.09401709,26,404,1837
"Maulana Mazharul Haque Arabic & Persian University, Patna (Id: U-0070)",11.08823529,30,12559,25
MEDI-CAPS UNIVERSITY (Id: U-0834),22.16161616,24,409,174
"Meenakshi Academy of Higher Education and Research, Chennai (Id: U-0465)",11.25056433,28,832,785
"Mewar University, Chittorgarh (Id: U-0411)",14.14074074,24,616,75
"M.G.R. Educational and Research Institute, Chennai (Id: U-0461)",12.17727273,27,1794,62
"MIT Art, Design and Technology University, Pune (Id: U-0891)",1565,22,722,297
"Mizoram University, Aizwal (Id: U-0345)",10.32795699,26,1057,410
Mody University of Science and Technology (Id: U-0412),65.88983051,30,579,4983
"Mohammad Ali Jauhar University, Rampur (Id: U-0529)",9.554602184,30,545,5467
"Mohan Lal Sukhadia University, Uaipur (Id: U-0413)",15.82474227,28,6675,378
MONAD UNIVERSITY (Id: U-0644),19.69230769,7,846,0
"Mother Teresa Women's University, Kodaikanal (Id: U-0466)",15.91772152,30,1714,4337
"Motilal Nehru National Institute of Technology, Allahabad (Id: U-0530)",4.584269663,15,1347,0
"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",257.0483871,27,0,11939
"M.S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES, BANGALORE (Id: U-0724)",10.76712329,9,803,87
"M V N University, Palwal (Id: U-0742)",0,23,319,0
Nagaland University (Id: U-0347),15.70114943,11,789,467
"Nalanda Open University, Patna (Id: U-0071)",24.6347032,30,7079,658
"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",87.52898551,27,8627,3038
National Academy of Legal Studies & Research (NALSR) University Hyderabad (Id: U-0024),9.869565217,22,378,292
"National Dairy  Research Institute, Karnal (Id: U-0171)",25.37980769,29,276,1295
NATIONAL INSTITUTE OF DESIGN (Id: U-1028),169.7309942,28,321,12646
"NATIONAL INSTITUTE OF DESIGN, ASSAM (Id: U-1045)",24.45977011,24,0,180
